iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
US-1-2010048297,,,en,United States Government,US,Government,Ocean Freight of USAID Title II Food Aid for Refugee Feeding Program. This is an emergency-funded program.,"USAID Title II Food Aid for Refugee Feeding Program. This is an emergency-funded program. through World Food Program.  Ocean Freight of Rice, bagged / Metric Tons: 3,820.",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,World Food Program,41140,,NP,Nepal,,,,,72040,Emergency food aid,,OECD Development Assistance Committee,,,,,,USD,!Mixed currency,467900,467900,0,0,0,0,0
US-USG-AID-1-NP-19307,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"IGF::OT::IGF
To solicit, negotate an award to conduct final evaluation for Education for Income Generation (EIG) Program.","IGF::OT::IGF
To solicit, negotate an award to conduct final evaluation for Education for Income Generation (EIG) Program.",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,1,0,0,0,0,0,0
2008080106,,2014-01-09 00:00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Forest Resource Assessment in Nepal,"There is a need for strengthening of the forestry sector information systems, to enable the realistic preparation of new Master plan and to monitor effectively the impact of recent forest activities after conflict period. The use of TA aim to strengthen the procedures needed for the capture and processing of the National level statistics and support district level forest decision making as well dissemination of information. The overall objective is to strengthen national forest policy level decisions.",,2008-12-03,2012-12-31,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,Other,50000,,NP,Nepal,,,,,31210,Forestry policy and administrative management,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,1120505.26,0,0,0,0,0
44000-P040613,,2013-07-24 00:00:00,en,World Bank Group,44000,,Nepal Health Sector Program Project,"The Health Sector Program for Nepal seeks to address inequities and improve the health of the Nepalese as a means to develop healthy and capable human power to support poverty alleviation. The project has the following two components: Component 1) will support the expansion and/or strengthening of eleven priority cost-effective services by: (i) developing and implementing technical standards to improve service quality;(ii) providing in-service training to upgrade the technical skills of field workers; (iii) ensuring drug availability in health facilities by improved drug procurement and distribution; (iv) using behavior change communication to inform the public about services, to promote healthy behaviors and to promote a client focused, gender-sensitive attitude among providers; (v) improving outreach activities especially in the Mid and Far-Western Regions; and (vii) conducting Service Delivery Surveys to obtain client and provider feedback about the quality and adequacy of health services. Component 2) aims at strengthening Ministry of Health's capacity to undertake a sector-wide approach and manage the sector more effectively focusing on (a) the division of labor among key actors in the sector; (b) the key management tasks of planning, programming, budgeting and monitoring; and (c) resource management-financial, human and physical.",3,2001-12-11,2010-07-15,2001-12-11,2010-07-15,,,,International Development Association,44002,,International Development Association,44002,,MINISTRY OF HEALTH AND POPULATION (MOHP),,,NP,Nepal,,,,,;;;;;;;;;12220;12110,;;;;;;;;;Basic health care;Health policy and administrative management,16;17;17;17;33;1;1;12;86;87;13,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,2,,,C01,5,USD,,0,0,0,0,-199126,0,0
US-1-2009015916,,,en,United States Government,US,Government,Maternal and Child Health,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [John Snow International]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,John Snow International,22000,,NP,Nepal,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,,,,,,USD,,0,974363,0,0,0,0,0
US-1-2009023291,,,en,United States Government,US,Government,Inland Freight Co of USAID Title II Food Aid for Refugee Feeding Program.  This is an emergency-funded program.,"USAID Title II Food Aid for Refugee Feeding Program.  This is an emergency-funded program. through World Food Program.  Inland Freight Co of Peas, Yellow Split / Approximate Number of people fed: 1 / Metric Tons: 1,610.",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,World Food Program,41140,,NP,Nepal,,,,,72040,Emergency food aid,,OECD Development Assistance Committee,,,,,,USD,!Mixed currency,24700,24700,0,0,0,0,0
AU-5-INJ554-NP,1,2013-04-08 00:00:00,en,Australian Agency for International Development,AU-5,Government,ALA Scholarships 2011 Intake,"The Australian Leadership Awards (ALA) aim to develop leadership and build partnerships and linkages within developing countries, while addressing priority development issues of the region.  ALA Scholarships are for study at Masters or Doctorate level in an Australian university. Study programs must relate to a priority development area: disability, economic growth, education, environment, food security, gender, governance, health, human rights, infrastructure, regional stability, rural development, water and sanitation. ALA scholars also undertake a Leadership Development Program in Australia.  In 2011, a total of 205 ALA scholarships will be awarded. The total value of this multi-country initiative is $35.0 million over 7 years, starting 2010-11.",2,2010-07-01,2017-06-30,2010-07-01,2017-06-30,,,,,,,,,,,,,NP,Nepal,,,,,,,,,,110,10,A02,,AUD,,0,0,345902,0,0,0,0
US-1-2009022804,,,en,United States Government,US,Government,Commodity Cost of USAID Title II Food Aid for Refugee Feeding Program.  This is an emergency-funded program.,"USAID Title II Food Aid for Refugee Feeding Program.  This is an emergency-funded program. through World Food Program.  Commodity Cost of Peas, Yellow Split / Approximate Number of people fed: 1 / Metric Tons: 1,610.",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,World Food Program,41140,,NP,Nepal,,,,,72040,Emergency food aid,,OECD Development Assistance Committee,,,,,,USD,!Mixed currency,724500,724500,0,0,0,0,0
US-1-2010042638,,,en,United States Government,US,Government,Program Support (Rule of Law),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,15130,Legal and judicial development,,OECD Development Assistance Committee,,,,,,USD,,0,333,0,0,0,0,0
US-USG-AID-1-NP-2050,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,-4197,2325,0,0,0,0,0
GB-CC-288701-NPA32,4,2014-03-28 00:00:00,en,WaterAid,GB-CC-288701,International NGO,"Ensuring Rights of Children to Water, Sanitation and Hygiene (WASH) in Nepal: Save the Children Finland-Phase II","The programme create an enabling environment where children, their parents and communities are engaged in claiming and respecting WASH rights; and have access to improved services and practises contributing towards survival, protection and development of children in Kerabari and Letang VDC, Morang district, Nepal.",2,,,,,,,,Save the Children Finland,,International NGO,,,,WaterAid,GB-CC-288701,International NGO,NP,Nepal,,,,,,,100,OECD Development Assistance Committee,,110,30,C01,5,GBP,GBP,0,18427.97,4944.16,0,0,0,0
US-USG-AID-1-NP-19448,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"The negotiator is requested to add the following: ""The guidelines to perform the tasks listed under this section are only Illustrative.  Specific guidelines as well as tasks the Contractor must complete under each Financial Services will be stated in indi","The negotiator is requested to add the following: ""The guidelines to perform the tasks listed under this section are only Illustrative.  Specific guidelines as well as tasks the Contractor must complete under each Financial Services will be stated in indi",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,9826,1845,0,0,0,0,0
US-USG-AID-1-NP-41213,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,Unfunded Mod to Grant to NGO National Society for Earthquake Technology to change award objective to Shelter and Settlements in Nepal.,Unfunded Mod to Grant to NGO National Society for Earthquake Technology to change award objective to Shelter and Settlements in Nepal.,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,34476,0,0,0,0,0
DE-1-201225028,1,2014-03-21 00:00:00,de,BMZ,DE-1,Government,Handelsförderung Nepal,,2,,,2012-09-11,,,,,DE,DE,Government,,,,,,,NP,Nepal,,,,,33110,Trade policy and administrative management,,OECD Development Assistance Committee,1,,,,,EUR,!Mixed currency,1500000.00,!Mixed currency,0,0,0,0,0
FI-3-2010-783-22700,1,2011-08-17 00:00:00,en,"Ministry of Foreign Affairs, Finland",FI-3,Government,Frame agreement with NGO (Suomen LÃ¤hetysseura ry),"UMN Health Care Programme. Preventive health care work, mother-child health care, vaccinations. Healths and hygiene campaings.",2,2011-01-01,2013-12-31,,,,,,Finland,FI,Government,Ministry of Foreign Affairs,FI-3,Government,"Finnish NGO, Suomen LÃ¤hetysseura ry",22000,,NP,Nepal,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,USD,,271099,0,0,0,0,0,0
US-USG-AID-1-NP-61595,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,-7069,4526,0,0,0,0,0
US-1-2010042635,,,en,United States Government,US,Government,Program Support (Rule of Law),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,15130,Legal and judicial development,,OECD Development Assistance Committee,,,,,,USD,,0,213,0,0,0,0,0
46004-40554-032-GRNT0094,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,RURAL RECONSTRUCTION & REHABILITATION SECTOR DEVT,"The goal of the Program is to improve the living conditions and well being of number of people in the conflict affected areas by restoring basic social infrastructure, community and public services, and livelihoods. The Program will provide basic needs in the conflict-affected aread through income-generation activities through rural roads, water supply and sanitation, community development, and institutional infrastructure.",3,2008-01-14,2011-12-31,,2012-01-26,Ministry of Finance,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,110,10,A01,5,USD,,50000000,50000000,0,0,0,0,0
